topic_serial,text
4,医保电子凭证不依托于实体卡，参保人员可以直接通过国家医保APP或者微信、支付宝，自助进行人脸识别认证后激活使用，不需要跑到政务大厅里领取和激活网页链接
4,我们小区很大，总占地面积约666亩，能住差不多有15000人。小区出入口广场空间种着四季植物，大门是5.5米高酒店式入户大堂，人车分流。通过人脸识别系统进入小区，感受央企物业管家式的贴心服务。岳阳吴小凯13507404123的微博视频
4,生人竟人脸识别开自家门，进屋二话不说捅刀女主人，背后有何秘密#影视剪辑##金牌解说#LHP谈情伤感的微博视频
4,【#山东春运预计发送2850万旅客#】据预测，今年春运全省旅客发送量将达2850万人次，较2021年增长34％。今年春运，山东采取线上售票、人脸识别、刷证核验等非接触方式购票、进站，严格落实交通运输场站戴口罩、查验健康码等要求。你今年过年回家吗？#山东打卡季#via.大众日报
4,打麻将一直破产然后就给我弹人脸识别真的无语了
4,工行app人脸识别是什么垃圾？！我对着屏幕张嘴、左右转头半小时？！识别失败！短信、身份证号都验证了，怎么每个环节都在人脸识别？！而且没有一次成功！最难用的app，没有之一！郑州·郑东新区郑州东站
4,王者荣耀代打请问家人们最近有出现异地打完频繁人脸识别的情况吗！！切屏都要重新刷脸的程度我周一改了战区没有关定位昨天打完就突然弹人脸了会和这个有关系吗救命家人们我想打牌子
4,我不理解为啥每次我化了妆出去玩晚上回来的时候小区门口的人脸识别都识别失败！
4,#你需要，我都在#在吗？你我社交网络中最常开头的两个字平平无奇，却可能是生活中不愿开口的需求。资金有困难、生活有烦恼、创业有挫折？打开农行掌银APP，点击转账即可向对方实时转账，还支持语音转账、人脸识别等多种方式，不管跨地区还是跨行，都不收转账手续费哦！中国农业银行的微博视频
4,人脸识别“不同意就不提供服务”？违法！最高法发布司法解释，8月1日施行网页链接
4,#政法要闻#【最高法：人脸识别第一案等入选“新时代推动法治进程2021年度十大案件”】今天（22日），最高人民法院与中央广播电视总台联合举办“新时代推动法治进程2021年度十大案件”揭晓活动，公布2021年度新时代推动法治进程十大案件及十大提名案件。最高法：人脸识别第一案等入选“新时代推动法治进程2021年度十大案件”
4,入园照拍的像泡泡龙一样[抠鼻]这次人脸识别我要扬眉吐气了
4,不得不说这后劲太大了，听到音乐也不行，看到照片也不行，搞得我人脸识别都失败了我的阿dew啊
4,人脸识别真是个神奇的东西我贴黑色的面膜就认不出我白色的就能
4,戴口罩没法人脸识别就得大冷天掏出手输密码这是谁想出来的反智操作美国没有冬天是吗
4,🐟好几个月没吃鱼了吧一个人吃完一整条鱼神奇的是换了个发型人脸识别也随之失灵
4,所有认人贼准不脸盲的人都被抓去关在人脸识别机器的箱子里了而我丝毫不用担心
4,【央视起底网络占卜乱象：人脸识别、人工智能、大数据分析等等名目种类繁多】所谓的算命活动，是否有依据呢？背后又隐藏着怎样的秘密呢？央视今日就为大家带来了一起特别节目，揭晓了藏在这种网络占卜背后的秘密。详情点击：央视起底网络占卜乱象：人脸识别、人工智能、大数据分析等等名目种类繁多
4,一天时间，丢的手机居然找回来了，要吹一下魅族的远程定位和拍照功能，让我可以拍到照片给警方进行人脸识别，🤣🤣
4,不化妆学校门口的人脸识别就不好用！差评！
4,半夜刷新闻，想买点纸黄金，发现人脸识别不过。#俄罗斯股市大跌##俄乌局势#
4,我们小区物业法盲没有经任何人同意，忽然装了人脸识别我忘了拿东西，回家拿结果识别不出，现在没法进门妈的
4,xs，七个人就我一个人脸识别过了
4,#太铁客服微课堂#【部分老年和婴幼儿如人脸识别未能成功的情况下，应该如何申办临时乘车身份证明？】针对非二代证用户、部分老年和婴幼儿如人脸识别未能成功的旅客，请前往车站对应的窗口办理纸质临时身份证明。具体信息请致电0351-12306客服或登录www.12306.cn网站查看。
4,每日上班大无语事件🙄1.踩点打卡2.努力奔跑的样子真的很棒但脑子缺氧3.信号📶差到已经到公司门口了还无法打卡4.爱工作的心情终究错付了5.又是该死的晚班转早班6.人脸识别开门我带个帽子就芭比Q了7.又是做带薪摸鱼的一天深圳·前海
4,腾讯人工客服 @腾讯客服，我每登一次就要人脸识别一次
4,呵呵好不容易遇到个老乡一起打游戏然后又排到了个会玩的暃想下把拉他一起跟苯宝宝贴贴结果打一半给我搞闪退了人脸识别还进不去王者荣耀你有病你就去死行吗害得我还得上QQ跟我老乡道歉我真的服了这个傻鸟游戏
4,【#不想走人脸识别通道就能破门进小区#？听法官说法！】
4,剪了个头，人脸识别不认识我了
4,民航联盟 人脸识别、消毒机器人……“黑科技”如何护航春运？_旅客_防控_疫情 O网页链接
4,防控疫情，安心过大年¡¾人脸识别、消毒机器人……“黑科技”如何护航春运？¡¿ 2022年春运已经正式开启，据交通运输部预计，2022年春运全国发送旅客11.8亿人次，较2021年同比增长35.6%。在这样的形势下，铁路、民航等部门将通过什么手段保障旅客的顺利出行？又推出了哪些便利... O网页链接
4,🍎 我化了妆你就不认识我了是吧😅人脸识别硬是看不出是同一个人是吧😅
4,第一次出门忘带身份证，原来临时身份证办起来这么容易，只要输入身份证号，再人脸识别就可以搞定，全程不超过半分钟。 不过有效期只有一天…… 2上海·虹桥火车站
4,呼吁所有社交软件实名并人脸识别注册
4,你说小米性价比高，你看，3d人脸识别也不便宜啊！！！
4,面试模拟题：用法律为人脸识别技术护航
4,软件实名制执行的太松了，既然现在有实名认证严点又如何？评论发帖必须实名注册，实名注册要求人脸识别，旧账号长时间不用登录要人脸识别，这还只是首次注册麻烦一些而已，不会对用户日常使用有什么影响，我看谁还敢网爆#刘学州# ，新浪就是明知故犯，故意给键盘侠黑子滋生的恶土
4,apple watch可以不用人脸识别解锁手机吗？
4,王者荣耀 人脸识别一直失败怎么办
4,#政法要闻#【最高法：人脸识别第一案等入选“新时代推动法治进程2021年度十大案件”】今天（22日），最高人民法院与中央广播电视总台联合举办“新时代推动法治进程2021年度十大案件”揭晓活动，公布2021年度新时代推动法治进程十大案件及十大提名案件。O最高法：人脸识别第一案等入选“新时代推动法治进程2021年度十大案件”
4,冻到按不动快门也喊老子出去，手动镜头短距离合焦好难精确，无法启动人脸识别，对焦点就会游离。倒省了磨他脸上的洞
4,人脸识别核验健康码和48小时核酸检测报告信息#健康码 ##刷脸 ##疫情##健康码闸机 ##核酸检测 # 
4,戴口罩人脸识别小技巧，使劲睁大眼睛眨两下
4,我真服了我家楼下这人脸识别了 十次里有九次都是比对失败 就是不让我进家门算我求你的 让我回家行吗行吗行吗
4,全中国拍照最丑的两个东西 1.我家小区的人脸识别 2.北京健康宝
4,人脸识别一步到位：VOC智能门锁T11-Face体验(分享自@新浪众测) O人脸识别一步到位：VOC智能门锁T11-Face体验
4,上次看到他的新闻应该是两年前了，因为面部肌肉不协调无法人脸识别美团APP，下雨天送外卖被路人拍下来上传到网上，现在看到会觉得他在努力生活，他笑得很好看
4,身份证不错，拿去人脸识别了#棋魂##影视推荐##影视剪辑##高分电影##电影推荐# 
4,恐惧人脸识别
4,#因拒走人脸识别通道和物业吵架后病发# 有心脏病的人不能太激动
4,每日上班大无语事件🙄1.踩点打卡2.努力奔跑的样子真的很棒 但脑子缺氧3.信号📶差到已经到公司门口了还无法打卡4.爱工作的心情终究错付了5.又是该死的晚班转早班6.人脸识别开门 我带个帽子就芭比Q了7.又是做带薪摸鱼的一天 2深圳·前海
4,#因拒走人脸识别通道和物业吵架后病发#
4,#因拒走人脸识别通道和物业吵架后病发#好奇怪的人但人脸识别现在确实有点滥用
4,mmp，真的全区头一份，行政单位安装人脸识别打卡机。。。一天四次打卡。
4,很好 做完点阵激光人脸识别也不好使了
4,其实我是不太理解，人脸识别可以打击号贩子这种说法。。最终实际打击到的是买号的玩家而已😅
4,【AI科普微视频丨机器如何识别人脸？】大家对“刷脸”已经司空见惯了，靠一张脸走遍天下的日子已经离我们越来越近。那么#机器是如何识别人脸#的呢？#人脸识别##科普#中国人工智能学会CAAI的微博视频
4,华为的人脸识别到底识别了个什么，同事拿我手机直接识别通过并解锁了主要长得像也就算了，脸型都不是一个脸型
4,拉下口罩人脸识别那里我真的巨爱！！！宝贝好高好瘦好帅怎么能有如此心动一男孩子哇！
4,门口的人脸识别太不灵敏了，每次都要把头发弄起来露出我的大脸，这个莲雾还挺甜的西安
4,晚上六点🕕打卡，兴致冲冲的不到六点来了单位，高兴的一下就把自己的大脸👧怼到人脸识别上，还寻思着我是第一个打卡的人，然后坐办公室总觉得不太对，想了半天才反应过来。。。尼玛啊哈哈哈哈哈哈哈
4,今天干了件蠢事签署电子合同的时候人脸识别环节我在喂奶🤱提示我合同签约成功才想起来懊悔不已啊大概被拍到的画面就像下面一样人脸识别取景范围不是只有你的脸而是你的整个上半身…
4,出六星是靠人脸识别？
4,姥姥家部队大院要收进大门的人脸识别照片全家人照片收起来以后姥姥：雯雯，你来看看，全家就你最好看我妈：别当真，就你姥这么觉得我：亲妈亲妈，不生气
4,我毕业不到一年学校宿舍的门禁变成人脸识别了总之就是我错过了所有
4,教授：我不如把你变成人脸识别系统吧#娱乐综艺##明星日常#梦娜-ll的微博视频
4,【安徽#六安16岁少女失联十余日#，父亲：搜寻无果，警方欲排查可疑车辆】12月25日，安徽六安。小雷在上学路上失踪第14天。其父称目前小区内两河道及上下游均搜索未有线索，推测被诱骗。警方告知要把所有路面监控拿去武汉进行人脸识别。七环视频的微博视频
4,立式人脸识别健康码人证核验一体机，集合人脸测温、人脸识别、身份证核验、健康码识别等功能一体；解决传统人工值守管理人员出入健康码查验以及体温检测人工成本大、测量效率低难等弊端，同时减少在检测管理过程中，人与人之间的接触而引起的交叉感染的隐患，方便人流聚集处的快速筛选。
4,我今天擀了两百多个饺子皮。晚上跟爹妈奶奶去逛超市。目击我爹被人脸识别寄存柜翻脸不认人。小年。正月饺子进行曲的前奏。
4,sky光遇刚刚一上游戏就叫人脸识别号子是买来的问原号主原号主说当时随便用了个身份证号怎么搞啊
4,我发现我手机人脸识别最近不认识我了咋回事
4,我家单元门换了一批人脸识别门禁刚看见一个小女孩站在两米开外跳了好一会才识别到脸真的很高
4,细节拉满！阿姨又要给我弄人脸识别又要把我的车牌号输到小区里面关键还要把我的指纹录入到家里大门上就很贴心吖
5,#下代iPhone或将搭载指纹识别#技术层面人脸识别比指纹先进多少我不懂，但是实际应用上也没有更方便（比如躺在床上必须一定距离才能刷开），疫情下更加不用说了。不过，两种识别都有的话。。就又能涨价了吧当然，安卓用户嘲笑这个倒也没必要，有谁选择用苹果是因为人脸识别的呢？
5,wb的屏蔽纯纯垃圾什么时候能人脸识别
6,笛虎科技人脸识别云对讲系统，老旧小区改造首选！#人脸识别##云对讲##IP对讲#
6,好帅好帅好高好瘦啊啊啊啊呜帅哥是摘下口罩人脸识别嘛哈哈@TFBOYS-王俊凯
6,#如何让自己保持开心#u1s1家楼下的人脸识别真很适合拍照诶
6,#开端结局#开端背后的社会问题值得整个社会和网络世界深思，网络不是无法之地，支持实名制+人脸识别绑定。好剧推荐加拿大
7,呼兰说忘记密码才是最好的财富密码，密码我可能是忘不了了，因为设置的人脸识别，但是我可以选择删除App呀，静待春暖花开时，再来开启
7,@腾讯客服你们tmd是不是有病，我他吗注册的时候都成年了，硬几把给人整个未成年人脸识别认证，闲的没事干了吧你们？？？老子不玩了还不行？？祝你们早日破产，cnmd。吉林·舒兰市图书馆
8,人脸识别、五方通话……青岛这个社区加装“智慧”电梯
8,sky光遇黑市每次逛黑市都想把自己的号卖掉，然后买个好的但是担心人脸识别就放弃
9,无论多久没见都不会忘记你放弃你的图书馆的人脸识别闸机算一个
9,“当我手机丢在一边的时候他就会这么干”意思是他要么有你的密码要么有你的人脸识别要么都有呗
10,支付宝人脸识别里的我好帅
10,黄石凯迪仕智能锁k20max 红古铜 人脸识别 猫眼远程监控 2鄂州 
10,小区人脸识别：郭女士
10,【结账】如今自助结账的地方越来越多了，比如盒马鲜生。全家超市的结账更先进一些，可以人脸识别，买东西连手机都不需要带了。优衣库的结账也很特别，一堆衣服往框里一放，秒出购物清单，这种无线射频识别技术RFID，据说2017年就有了，电子标签隐藏在价签的背后。
10,晚上线上笔试前要人脸识别并且全程录像监控，电脑前置镜头里被自己丑哭了。试图用拨弄刘海挽救一下，结果就是弄到迟了几分钟进去考试哈哈哈哈哈哈
10,有人疑似因肤色问题凌晨通不过人脸识别
10,半年没坐地铁，我冲着人脸识别刷了半天二维码#社死现场的尴尬经历#
10,#株洲两会# 今天（12月29日），市政协十届一次会议开幕。委员们通过人脸识别进入会场。
10,发现一件神奇事今天上午戴着口罩可以解开手机的人脸识别锁屏了是更新了么真是造福人类
10,怎么滴 三天不洗头公司人脸识别不出来我了
10,工商银行app的人脸识别一直失败，是有什么大病吗
10,今天下午电脑罢工拒绝❌人脸识别我，于是去健身房休闲运动，6公里时速跑了近30mins，已断气～～～ 纪念本年度第一次也是最后一次上机跑（被同事形容走的万分艰难的感觉）[捂脸][捂脸]
10,sky光遇开始人脸识别了？
10,炸毛废话站大可不必这样，怀着又胖了两斤的悲伤心情去自习，结果门口的人脸识别也欺负我，八个机器没一个可以识别我的脸，其他人都随意进出，我在门口像个小丑，一台机子一台机子地试，甚至试了两遍，保卫处的阿姨也在笑我，难受，不就是脸上多了点肉嘛，至于不让我进去嘛？
10,嗨呀我又回到隔离处了宿管阿姨说因为我健康宝刷不出绿码，所以把我人脸识别权限给关了。就算我核酸检测阴性也不行。隔离处的阿姨说这孩子一个小时前刚走一个小时后又回来了，欢迎回来。
10,人脸识别 你妈个杯
10,早上去图书馆图书馆门口换了新的人脸识别的机子 然后一直显示无权限 阿姨问我：你大几啊 我把口罩摘下来 你大二吗？我笑了：我…我研一…
10,还是机械的靠谱，电子的，一旦断了电源就呵呵了，从原理上讲，不管怎么先进，最后还是逃不过机械这一步，从另一方面说，你们不遗余力在抵制人脸识别，最后在自家房门倒用上了，这次回老房子，原本的人脸识别大门已经没有插钥匙的地方了，新加了一个钥匙孔，不知是居民斗争的结果还是智能锁实在不争气
10,谁再说拼团催肾必须团长小窗我就杀了她镭射票急肾所以我一个一个小窗问，结果两天腾讯给我冻结了两次账号，第二次还要他妈人脸识别
10,宿舍楼下的人脸识别系统未免也太牛逼了，我戴着帽子戴着口罩，一进楼眼镜里全是雾气。在门禁前正想摘口罩摘帽子摘眼镜，结果他居然一秒就识别通过了建议各手机大厂抓紧时间学习一下 2哈尔滨·哈尔滨工业大学科学园
10,#被叫错名字能有多好笑#看来话筒上面应该有显示屏了。自动人脸识别。
10,新的一年依然会在一切合适的场合要求我们的微博网络实名制一人一号绑定身份证人脸识别登录
10,实在不明白，为什么出站要人脸识别，所以口罩带了个寂寞。#冲鸭2022##宝宝的少女心#
10,qq冻结什么都没干莫名其妙就被冻结了还要采集信息人脸识别等 有没有不用人脸识别的方法
10,被拐近18年的俊焜通过人脸识别找到了，恭喜又一个“失孤”家庭脱离苦海！2022年第一天，一个好的开始，愿接下来能看到更多熟悉的寻子家长都能有个这样好的结局！只要好好活着，希望就在前方！加油！！
10,腾讯人工客服 为什么我每次进英雄联盟手游都要刷一次脸？我已经成年了，每次登入都要人脸识别一次，为什么啊？😅
10,光遇家人们 我在抖音看到有人说合服过后会要求人脸识别 这是真的假的 我朋友挺担心的我觉得应该没有 毕竟微博没有消息 就想问问家人们有没有从其他地方看到
10,sky光遇？所以渠道服也要出人脸识别了是吗
10,能让我一大早睁开狗眼的只有人脸识别 我比狗困
10,#小庄说法# 【#您听说过蹭脸吗？#】您知道#人脸信息有多重要#吗？最高人民法院针对人脸识别技术滥用出台了怎样的司法解释？敬请关注《#民法典进行时#》！来源于：
10,sky光遇黑市人傻啦问错了居然。才反应过来。买的手死号会不会遇见人脸识别
10,每次人脸识别，我都要先把我左手的东西提到右手，把左边的口罩拿下来，再把右手的东西换到左手，把右边的口罩拿下来。过程中还要留意不要挂到耳环和眼镜，有时候还隐隐担心会挡到后面排队的人。两年了，直到我不小心看到旁边的人直接用两根指头把口罩拉到下巴，我才恍然大悟，噢，原来可以这样
10,又是靠开手电筒对着自己脸解锁人脸识别下班的一天。
10,看恋综对我最大的挑战就是人脸识别前几集真的是要暂停认真比对人名比对脸的好累
10,连人脸识别都说我与身份证人像不符还要麻烦工作人员，得罪了当年拍身份证照片的阿姨
10,#科技创新为生活带来哪些改变# 科技带来的改变真的太多了，比如现在的人脸识别，让我们能够更多解决了繁琐的工程
10,#王者荣耀# 人脸识别送的这个皮肤和英雄密宝，我就想问，这对得起箱子上的几个字吗
10,小米人脸识别智能门锁 X
10,sky光遇光遇也要有人脸识别了吗
10,为啥人脸识别不通过呢
10,以后可以随意出入小田学校竟然人脸识别成功绝了吓了我一大跳 2保定
10,刘涛 乖乖接受安检的桃子，今天真的是甜妹，人脸识别没通过的时候特别可爱的发出啥的疑问，安检完了就转过来给我们说拜拜，真的太乖了，今天我是妈妈粉@刘涛tamia 
10,刘涛 看一个人脸识别失败的可爱涛姐🍑 
10,我们这的视频监控系统是华为和海康一起搞的，其中有一些摄像头带人脸识别功能华为做的监控客户端，一次性可以四分画面，在一块屏幕上面预览四个摄像头但是预览带人脸识别功能的摄像头，就会变卡，如果四个画面都是在预览人脸识别摄像头，能把客户端卡住总感觉这个前端做的不太对劲
10,我要投诉@和平精英 登陆和平精英每次都会出现人脸识别 分享自@黑猫投诉 O登陆和平精英每次都会出现人脸识别
10,济南地铁的人脸识别进站什么时候可以全国推广啊我坐地铁刷脸习惯了。。。
10,小区门口的人脸识别机可能其实是一台牙口识别器，露不够八颗牙，门是不能够打开的。
10,sky光遇黑市感叹安卓全图鉴甚至可能没法等值一只裸鸟这号价起伏，仿佛大家都忘了当初说会陆续上线的人脸识别
10,有没有厂家开发一种电动仿真宠物狗。不用吃喝拉撒，没有生老病死。也不需要会做什么，能稍微语音和人脸识别，每天跑来跑去、摇头晃脑、可可爱爱、软乎乎、毛茸茸的就行。最好可以机洗。
10,比较令我破防的东西：吉米多维奇、人脸识别门禁还有起雾的眼镜
10,你爸死了新浪微博，人脸识别都没用过日你爸
10,这次黄金微针给我打得好狠 今天check in人脸识别都过不了 肿得像猪头
10,人脸识别 法律问题 研讨 直播开始啦！ 对话嘉宾： 劳东燕 清华大学法学院教授 石佳友 中国人民大学法学院教授 许 可 对外经济贸易大学法学院副教授 王 涌 ：洪范法律与经济研究所所长
10,敷面膜ing，发现华为的人脸识别敷着面膜也能识别，但是苹果的不行
10,要睡了，已经丑到手机没办法人脸识别了，好想屌这个世界
10,app端更新身份证信息评测招行nfc读卡最炫酷丰收互联、农行、杭州银行拍照扫描还算正常中国银行拍照扫描后的人脸识别尝试不下十次，眨眼到眼睛酸，体验最差@中国银行
10,捏妈 奇迹暖暖要我人脸识别 [費解]
10,图书馆好高级的人脸识别 这就是电子科技类大学吗 😷😷😷
10,#iPhone14#能不能整一个屏下指纹戴着口罩人脸识别不了真的很难过
10,带上眼镜后 人脸识别就识别不出来了
10,陈正catgod 认认真真本本分分的上分，突然系统提示未成年人使用账号，现在非未成年游戏时间，给我被迫下线了，在登陆又要人脸识别，无了个大语……
10,因为染了黄头发所以科一人脸识别没过 成绩无效
10,就是说上次录完人脸和指纹就回学校了今天用人脸识别进了小区就很开心
10,马背在校门口扫健康码，谁知道就点进了人脸识别认证，以为是普通的人脸识别，没想到要用在这个健康码上，那时候的正在跟门口阿叔讲话，一个嘴歪眼斜的我定格在了健康码上！！！还是仰拍，都怪阿叔跟我讲话！！不活了，比身份证还丑，这让我怎么拿出我的健康码！😭😭😭😭
10,《速看保险业花式违规！培训藏“猫腻”、人脸识别也能造假……》2021年保险业罚金、罚单数量同步增长，另类罚单也不断刷新……该类违规行为常见于培训课件，可谓是从源头上“污染”了水质。O网页链接
10,好好笑 走在去图书馆路上昨天早上去图书馆的时候zzj：“你带口红了吗，涂一点人脸识别比较准”vanv：“我能活着就不错了”
10,#轉推##刀剑乱舞##山姥切国広##山姥切长义# 因为国広和長義长得很像所以可以互相用人脸识别解锁！🔓（从左到右、从上到下：日常生活中不小心拿错手机→在对方面前→紧急情况下→故意显摆给你看）
10,可恶啊，人脸识别我没戴眼镜就都扫不出来😤是真的这么两个人吗？
10,【传屏下Face ID推迟到iPhone 15 Pro才会出现】现在看来，iPhone 14 Pro机型不太可能像最初宣称的那样在显示屏下安装Face ID人脸识别装置。今天早些时候，显示屏行业顾问罗斯·杨声称，iPhone 14 Pro机型将在显示屏顶部附... O网页链接 体验专业的项目管理系统O网页链接
10,去银行办卡的时候跟身份证人脸识别n多次识别不上业务姐姐 你这身份证啥时候办的我 初中业务姐姐 …业务姐姐 还是去重拍个吧 未成年身体还在长跟现在不太一样5555555如果没有疫情 那我应该早就去重拍照片了还好在业务姐姐的坚持不懈下（帮我调整发型balabala）终于识别成功了5555
10,好喜欢地铁闸机口的人脸识别屏幕呀，每次看见屏幕里面都会觉得自己是情书里面的藤井树～～～～哈哈哈哈哈哈哈
10,我手机号都忘了，又不能人脸识别验证，咋改手机号？@微博客服
10,苏绾词嘿嘿让我妈给我人脸识别了
10,在门禁处做人脸识别，吓我一跳。不会真认为我去香山（城周边）了吧？（显示的，竟然是“居家观察”…）重新扫码和信息确认，才变成“正常”。（虚惊一场啊！）
10,所以到底为什么我们学校的人脸识别只要我不皱眉就认不出我啊 每天都要一副凶不拉几的样子
10,后台故意设置高难识别通过率，我支付宝人脸识别都立马通过了，就是这个交管12123的人脸识别不通过，还是连续两次识别不通过，而且是考完成绩合格了却提示识别不通过考试作废。
10,#芯言芯语#语音助手、人脸识别、无人驾驶......提到AI，你脑海中想到的第一个应用是______。
10,我的快乐源泉你妈 咱就是说这个健康系统怎么那么烦啊就是说 一天给我弹几十次人脸识别 什么游戏都弹 哪个号都弹 放假了也不让人玩 非要人无聊死呗 学生党辛辛苦苦熬完了一个学期现在有时间了也不能放松一下
10,大无语刚刚在相册里看到两张丑拉的原相机自拍 想了好久我怎么可能会在影棚那样拍照 之后才意识到是昨天买车票让我人脸识别*^_^*
10,学校的人脸识别系统戴着口罩都能识别出来了，真不错，比苹果强
10,刚才我用招行转账需要核对身份人脸识别MIUI不是有个隐私保护，大概是人脸识别时候做遮挡，避免比如人裸露着，然后只留人脸部分，这个功能默认开启开启隐私保护识别了两次都失败了，第三次关闭以后成功了，不清楚是哪的问题。
10,今天在人脸识别的时候意外的好看
10,拼多多诈骗团伙，实名认证默认人脸识别，完全没有进行任何人脸识别的操作，结果显示已经人脸识别，窃取个人信息。找客服问原因，答非所问，扯东扯西12315消费者维权投诉@人民日报 #拼多多# @拼多多
10,好尴尬啊啊啊啊尴尬好尴尬 过闸机条件反射摘口罩人脸识别救救我救救我保安一边说别摘口罩别摘口罩我一边摘口罩摘口罩
10,永远不要预测未来，就像那些手机厂商在发明了人脸识别之后没有想到因为新冠疫情所有人都要戴口罩一样
10,腾讯人工客服 人脸识别搞成年玩家，退游了大伙。充的几万块钱肉包子打狗咯。@王者荣耀
10,腾讯人工客服【问题描述】为什么修改不了人脸识别【问题帐号】3298740986【联系手机】18172317338@腾讯客服
10,大家弹.幕让彤彤唱《门没锁》然后彤彤一本正经地给我们解释了龙韬的大门是人脸识别不用担心晚上锁门的问题哈哈哈哈后知后觉我们说的是歌名
10,东门装了人脸识别…还怎么拿外卖，还有就是说我真的觉得这个人脸识别就是在针对我们院。毕竟全校除了我们院都能批假我们院辅导员怎么都不批假我也是服气的
10,#潮流好物嘉年华##2021年度好物盘点# @微博潮流 用人脸识别系统拍出来的照片才是最漂亮的，好看的不要不要的
10,真的很无语 小区门口人脸识别系统真的不行 我一化妆不戴眼镜 就进不来了…… 我看支付宝人脸付款 啥时候都能付 =_=
10,人脸验证时，第一次是不通过，第二次通过了 提示今日扫脸机会已用完，请明天再试。再次进行人脸识别时，提示三日后联系客服。如果让明天再试，怎么操作啊，联系客服也不回话，都是机器人，请指教！！能不能有个人工在线客服给回个电话啊？感觉这就是个死循环啊。能不能给解决？微博就是这么玩的吗？
10,关键在游戏过程中加入人脸识别，盗用大人帐号，很难管控
10,朋友说我的心应该装了人脸识别好看就能刷脸通过其他人需要按密码哈哈哈哈哈哈哈哈
10,太离谱了，苹果人脸识别用我妹的脸可以把我的iPad解锁
10,超级人脸识别 Yenny Seo
10,为什么腾讯游戏昨天晚上判定我是未成年人让我进行人脸识别？是我打的太烂了吗？@腾讯游戏
10,单位的人脸识别，把我识别成了别人……然后愣神的时间，把人家的卡存完了……今天的天，让人心情也这么透……
10,劳动人民的智慧，村庄疫情卡点如今已经是“自动化”了，就差人脸识别了#视频制作人出道计划##吸睛制作人计划# 
10,哈哈哈哈哈这锅……“人脸识别的吧 你自己带的？”要被这俩笑死了
10,#B站回应有用户疑上传破解的监控画面#哦张姓演员的人脸识别的视频画面全部被下架了，还有部分肢体画面的视频也会下架，连简笔画都能识别到，可见b站智能化的确做得不错
10,今天来换身份证整容多年终于过不了人脸识别了哇咔咔咔咔
10,友友们！国面都准备的怎么样啦！今日份综合岗热点5-人脸识别不是法外之地-相关问题已经整理妥当赶紧码住学起来吧！公务员 #国考面试#
10,#温州生活#当春运遇上数字化 来看看返乡之路有多便利网络订票、12306防疫新政查询、人脸识别进站、列车扫码订餐 ......来看看数字化的生活方式为我们春运回家之路带来了哪些便利？
10,腾讯人工客服@腾讯客服 王者人脸频繁人脸识别，通过后频繁提示，下一次登录继续人脸，后台挂一下也要识别，刚下线继续登也要重新人脸识别。一天没完没了是嘛？有没有解决方法了
10,昨天可能被查了十多次健康宝，登录了三四次身份证和人脸识别，好几次行程卡和核酸检测，还被要求扫了两个什么地方码～因为拿东西多，我姐拿来拿去还把手机摔坏了，掏来掏去还把钥匙掏掉了，幸亏是最后一站丢在酒店里了。现在出趟门太难了，没事还是别出门了！
10,真的好莫名其妙，我是胖了多少吗昨天晚上住酒店身份证人脸识别不行今天坐飞机人脸识别也认不出来我自己 2上海·虹桥机场1号航站楼
10,论小眼睛有多大众。#人脸识别 #刷脸 #人工智障 
10,无语了家人们我妹天天在家吃辣条就算了我明明在学习还要把我手机拿给我顺便展示一下她的脸打开了我手机的人脸识别天下雨了我无语了🙉
10,太久没坐地铁了，出闸的时候，我居然摘下口罩想人脸识别。。。
10,腾讯人工客服 @腾讯客服 为什么人脸识别告诉我与已实名信息不符啊，我一直都是用的自己的身份证号码，成长守护平台也显示是我自己的，这到底是为什么
10,sky光遇黑市出光遇耳坠多礼包鸟第一任手死，包之后人脸识别6季毕业共有9季项链礼包在评论里只走黑市置顶推的中介详情放楼内
10,微博再不出人脸识别屏蔽我会死。
10,这个人脸识别是不是已经疯了
10,没整容也没割双眼皮，我只是把刘海撩上去了，工商银行人脸识别它就不认得我了，我电话也打了，网点也跑了，至今未解决，真心累啊，ICBC你是真的菜，不能识别，处处设限，还不能为用户解决问题，要你何用？@中国工商银行
10,救命今天饺子好可爱，尤其是人脸识别，可爱死了啊啊啊啊啊啊啊啊啊啊
10,隐私拍摄，一般软件调用摄像头进行人脸识别时，拍摄的是整个上半身，而用户却不自知，开启隐私拍摄后，软件再次进行人脸识别就只能拍摄到头像部分，其他部分都被系统直接遮挡，更好的保护用户的隐私。
10,我不理解为啥每次我化了妆出去玩 晚上回来的时候小区门口的人脸识别都识别失败！
10,#iPhone13粉屏#人脸识别不灵敏，被卡黑屏过不止一次，信号不好，声音会突然很大声，经常会被吓到，小问题还是蛮多的 😤
10,看到相册里上年四月在虎牙用来测试人脸识别跟随的视频 提醒了我今年过年染个酒红色的头 
10,#吉林省13家公路客运站已开通人脸识别功能# 进站刷卡 出站刷脸 可以吗？
10,人脸识别都识不出来了
10,1月20日，为保证辖区老人都能够及时领取养老津贴，东方市四更镇四更村网格员主动上门为辖区行动不便的老人办理养老电子社保卡人脸识别认证工作。O东方网格员把“爱”送到家 为辖区行动不便老人办理“社保”人脸识别认证
